# header 	Uncorrected len	N (%)	len	GC (%)
>GPLIN_000009800	2139	0.0	2139	0.546
>GPLIN_000010200	1545	0.0	1545	0.599
>GPLIN_000010300	2376	0.0	2376	0.563
>GPLIN_000010400	633	0.0	633	0.555
>GPLIN_000010700	1044	0.0	1044	0.462
>GPLIN_000010900	546	0.0	546	0.443
>GPLIN_000011000	2670	0.0	2670	0.485
>GPLIN_000011200	1551	0.0	1551	0.52
>GPLIN_000011500	2190	0.0	2190	0.469
>GPLIN_000011600	1218	0.0	1218	0.544
>GPLIN_000011700	3504	0.0	3504	0.468
>GPLIN_000011800	5382	0.0	5382	0.492
>GPLIN_000011900	993	0.0	993	0.547
>GPLIN_000012000	888	0.0	888	0.583
>GPLIN_000012100	657	0.0	657	0.521
>GPLIN_000012200	1197	0.0	1197	0.501
>GPLIN_000012300	2268	0.0	2268	0.565
>GPLIN_000012400	2310	0.0	2310	0.536
>GPLIN_000012500	1893	0.0	1893	0.591
>GPLIN_000012700	273	0.0	273	0.487
>GPLIN_000012800	7221	0.0	7221	0.538
>GPLIN_000013000	2595	0.0	2595	0.494
>GPLIN_000013200	3108	0.0	3108	0.524
>GPLIN_000013700	1251	0.0	1251	0.498
>GPLIN_000014000	4674	0.0	4674	0.495
>GPLIN_000014100	4173	0.0	4173	0.539
>GPLIN_000014200	3693	0.0	3693	0.565
>GPLIN_000014400	1497	0.0	1497	0.466
>GPLIN_000014600	5484	0.0	5484	0.536
>GPLIN_000014800	216	0.0	216	0.56
>GPLIN_000014900	507	0.0	507	0.554
>GPLIN_000015000	447	0.0	447	0.642
>GPLIN_000015100	1923	0.0	1923	0.48
>GPLIN_000015400	1044	0.0	1044	0.495
>GPLIN_000015800	2148	0.0	2148	0.543
>GPLIN_000015900	528	0.0	528	0.513
>GPLIN_000016100	2010	0.0	2010	0.54
>GPLIN_000016200	1974	0.0	1974	0.521
>GPLIN_000016300	1152	0.0	1152	0.492
>GPLIN_000016400	642	0.0	642	0.65
>GPLIN_000016500	2583	0.0	2583	0.578
>GPLIN_000016600	426	0.0	426	0.559
>GPLIN_000016700	1365	0.0	1365	0.463
>GPLIN_000016800	1062	0.0	1062	0.506
>GPLIN_000016900	222	0.0	222	0.396
>GPLIN_000017000	1218	0.0	1218	0.515
>GPLIN_000017100	1260	0.0	1260	0.529
>GPLIN_000017200	975	0.0	975	0.527
>GPLIN_000017300	1179	0.0	1179	0.528
>GPLIN_000017400	615	0.0	615	0.527
>GPLIN_000017500	228	0.0	228	0.465
>GPLIN_000017600	1182	0.0	1182	0.492
>GPLIN_000117800	2052	0.0	2052	0.484
>GPLIN_000117900	1740	0.0	1740	0.532
>GPLIN_000118000	2379	0.0	2379	0.512
>GPLIN_000118100	4329	0.0	4329	0.547
>GPLIN_000118300	4992	0.0	4992	0.546
>GPLIN_000118400	474	0.0	474	0.544
>GPLIN_000118500	1455	0.0	1455	0.518
>GPLIN_000118600	261	0.0	261	0.575
>GPLIN_000118700	846	0.0	846	0.532
>GPLIN_000118800	2850	0.0	2850	0.508
>GPLIN_000118900	348	0.0	348	0.422
>GPLIN_000119000	318	0.0	318	0.418
>GPLIN_000119100	4497	0.0	4497	0.503
>GPLIN_000119200	492	0.0	492	0.539
>GPLIN_000119300	966	0.0	966	0.545
>GPLIN_000119400	909	0.0	909	0.384
>GPLIN_000119500	261	0.0	261	0.36
>GPLIN_000119600	717	0.0	717	0.437
>GPLIN_000119700	1047	0.0	1047	0.445
>GPLIN_000119800	864	0.0	864	0.441
>GPLIN_000119900	1593	0.0	1593	0.484
>GPLIN_000120000	375	0.0	375	0.509
>GPLIN_000120100	1551	0.0	1551	0.491
>GPLIN_000120200	1623	0.0	1623	0.508
>GPLIN_000120300	357	0.0	357	0.543
>GPLIN_000120400	1704	0.0	1704	0.459
>GPLIN_000120500	534	0.0	534	0.404
>GPLIN_000120600	1644	0.0	1644	0.435
>GPLIN_000120700	435	0.0	435	0.49
>GPLIN_000120800	315	0.0	315	0.413
>GPLIN_000120900	894	0.0	894	0.482
>GPLIN_000121000	435	0.0	435	0.577
>GPLIN_000121100	1110	0.0	1110	0.451
>GPLIN_000121200	630	0.0	630	0.487
>GPLIN_000121300	534	0.0	534	0.404
>GPLIN_000121400	1011	0.0	1011	0.534
>GPLIN_000121500	600	0.0	600	0.455
>GPLIN_000121600	567	0.0	567	0.504
>GPLIN_000121700	1632	0.0	1632	0.51
>GPLIN_000121800	585	0.0	585	0.516
>GPLIN_000121900	258	0.0	258	0.481
>GPLIN_000122000	711	0.0	711	0.433
>GPLIN_000122100	1194	0.0	1194	0.361
>GPLIN_000122200	552	0.0	552	0.382
>GPLIN_000122300	1152	0.0	1152	0.482
>GPLIN_000662200	243	0.0	243	0.465
>GPLIN_000662300	204	0.0	204	0.588
>GPLIN_000662400	735	0.0	735	0.45
>GPLIN_001455600	2226	0.0	2226	0.518
>GPLIN_001455700	480	0.0	480	0.506
>GPLIN_001455800	810	0.0	810	0.488
>GPLIN_001455900	447	0.0	447	0.479
>GPLIN_001456000	507	0.0	507	0.485
>GPLIN_001456100	819	0.0	819	0.502
>GPLIN_000662600	804	0.0	804	0.398
>GPLIN_001456200	342	0.0	342	0.558
>GPLIN_001456300	426	0.0	426	0.479
>GPLIN_001456400	1125	0.0	1125	0.494
>GPLIN_001456500	450	0.0	450	0.484
>GPLIN_001456600	921	0.0	921	0.493
>GPLIN_001456700	732	0.0	732	0.473
>GPLIN_001456800	471	0.0	471	0.461
>GPLIN_001456900	681	0.0	681	0.398
>GPLIN_001457000	210	0.0	210	0.519
>GPLIN_000662700	330	0.00303	329	0.52
>GPLIN_000662800	885	0.0	885	0.558
>GPLIN_000662900	663	0.0	663	0.434
>GPLIN_001457100	348	0.0	348	0.543
>GPLIN_001457200	1548	0.0	1548	0.489
>GPLIN_001457300	4851	0.0	4851	0.546
>GPLIN_001457400	2400	0.0	2400	0.501
>GPLIN_001457500	555	0.0	555	0.476
>GPLIN_001457600	204	0.0	204	0.461
>GPLIN_001457700	288	0.0	288	0.611
>GPLIN_001457800	150	0.0	150	0.593
>GPLIN_001457900	261	0.0	261	0.54
>GPLIN_001458000	876	0.0	876	0.454
>GPLIN_001458100	495	0.0	495	0.497
>GPLIN_000663000	240	0.0	240	0.454
>GPLIN_000663100	348	0.0	348	0.48
>GPLIN_000663200	651	0.0	651	0.556
>GPLIN_000663300	372	0.0	372	0.522
>GPLIN_000663400	738	0.0	738	0.562
>GPLIN_000663500	519	0.0	519	0.468
>GPLIN_000663600	708	0.0	708	0.48
>GPLIN_000663700	603	0.0	603	0.418
>GPLIN_000663800	291	0.0	291	0.529
>GPLIN_001458200	894	0.0	894	0.579
>GPLIN_001458300	549	0.0	549	0.505
>GPLIN_001458400	231	0.0	231	0.532
>GPLIN_001458500	579	0.0	579	0.523
>GPLIN_001458600	363	0.0	363	0.468
>GPLIN_001458700	240	0.0	240	0.492
>GPLIN_001458800	273	0.0	273	0.579
>GPLIN_001458900	249	0.0	249	0.53
>GPLIN_001459000	432	0.0	432	0.447
>GPLIN_001459100	420	0.0	420	0.483
>GPLIN_000663900	1623	0.0	1623	0.449
>GPLIN_000664000	690	0.0	690	0.439
>GPLIN_000664100	243	0.0	243	0.432
>GPLIN_000664200	387	0.0	387	0.47
>GPLIN_000664300	1260	0.0	1260	0.472
>GPLIN_000664400	888	0.0	888	0.484
>GPLIN_000664500	423	0.0	423	0.456
>GPLIN_000664600	456	0.0	456	0.474
>GPLIN_000664700	387	0.0	387	0.566
>GPLIN_000664800	1848	0.0	1848	0.552
>GPLIN_000664900	201	0.0	201	0.577
>GPLIN_000665000	1026	0.0	1026	0.572
>GPLIN_000665100	927	0.0	927	0.447
>GPLIN_000665200	1308	0.0	1308	0.561
>GPLIN_000665300	417	0.0	417	0.554
>GPLIN_000665400	5088	0.0	5088	0.542
>GPLIN_000665500	2871	0.0	2871	0.571
>GPLIN_000665600	393	0.0	393	0.509
>GPLIN_000665700	342	0.0	342	0.564
>GPLIN_000665800	1029	0.0	1029	0.488
>GPLIN_000665900	1293	0.0	1293	0.53
>GPLIN_001459200	231	0.0	231	0.403
>GPLIN_001459300	198	0.0	198	0.551
>GPLIN_001459400	1176	0.0	1176	0.49
>GPLIN_001459500	477	0.0	477	0.547
>GPLIN_001459600	1290	0.0	1290	0.511
>GPLIN_001459700	1512	0.0	1512	0.534
>GPLIN_001459800	1101	0.0	1101	0.47
>GPLIN_001459900	1980	0.0	1980	0.568
>GPLIN_001460000	486	0.0	486	0.377
>GPLIN_001460100	660	0.0	660	0.497
>GPLIN_000666000	381	0.0	381	0.504
>GPLIN_000666100	378	0.0	378	0.545
>GPLIN_000666200	1620	0.0	1620	0.515
>GPLIN_000666300	2499	0.0	2499	0.537
>GPLIN_000666400	1881	0.0	1881	0.507
>GPLIN_000666500	1398	0.0	1398	0.438
>GPLIN_000666600	2760	0.0	2760	0.461
>GPLIN_000666700	393	0.0	393	0.491
>GPLIN_000666800	1560	0.0	1560	0.399
>GPLIN_000666900	3057	0.0	3057	0.435
>GPLIN_000667000	651	0.0	651	0.456
>GPLIN_000667100	276	0.0	276	0.457
>GPLIN_000667200	309	0.0	309	0.447
>GPLIN_000667300	1992	0.0	1992	0.45
>GPLIN_000667400	2343	0.0	2343	0.427
>GPLIN_000667500	471	0.0	471	0.463
>GPLIN_000667600	333	0.0	333	0.348
>GPLIN_000667700	1524	0.0	1524	0.46
>GPLIN_000667800	2235	0.0	2235	0.401
>GPLIN_000667900	264	0.0	264	0.447
>GPLIN_000668000	618	0.0	618	0.383
>GPLIN_001460200	684	0.0	684	0.558
>GPLIN_001460300	1119	0.0	1119	0.612
>GPLIN_001460400	363	0.0	363	0.526
>GPLIN_001460500	579	0.0	579	0.484
>GPLIN_001460600	174	0.0	174	0.523
>GPLIN_001460700	3645	0.0	3645	0.528
>GPLIN_001460800	432	0.00231	431	0.524
>GPLIN_001460900	4146	0.0	4146	0.506
>GPLIN_001461000	927	0.0	927	0.517
>GPLIN_000668100	2082	0.0	2082	0.425
>GPLIN_000668200	660	0.0	660	0.423
>GPLIN_000668300	612	0.0	612	0.441
>GPLIN_000668400	612	0.0	612	0.425
>GPLIN_000668500	1737	0.0	1737	0.397
>GPLIN_000668700	585	0.0	585	0.467
>GPLIN_000668800	3864	0.0	3864	0.497
>GPLIN_000668900	1662	0.0	1662	0.479
>GPLIN_000669000	2349	0.0	2349	0.569
>GPLIN_001461100	405	0.0	405	0.57
>GPLIN_001461200	849	0.00118	848	0.515
>GPLIN_001461300	78	0.0	78	0.577
>GPLIN_001461400	345	0.0	345	0.568
>GPLIN_001461500	1029	0.0	1029	0.583
>GPLIN_000669100	273	0.0	273	0.689
>GPLIN_000669200	1794	0.0	1794	0.678
>GPLIN_000669300	810	0.0	810	0.638
>GPLIN_000669400	4077	0.0	4077	0.67
>GPLIN_000669500	3177	0.0	3177	0.655
>GPLIN_000669600	4863	0.0	4863	0.47
>GPLIN_000669700	1461	0.0	1461	0.539
>GPLIN_000669800	2040	0.0	2040	0.534
>GPLIN_000669900	402	0.0	402	0.435
>GPLIN_000670000	819	0.0	819	0.545
>GPLIN_000670100	687	0.0	687	0.534
>GPLIN_000670200	534	0.0	534	0.549
>GPLIN_000670300	441	0.0	441	0.499
>GPLIN_000670400	2331	0.0	2331	0.486
>GPLIN_000670500	531	0.0	531	0.465
>GPLIN_000670600	618	0.0	618	0.558
>GPLIN_000670700	696	0.0	696	0.467
>GPLIN_000670800	435	0.0	435	0.492
>GPLIN_000670900	270	0.0	270	0.478
>GPLIN_000671000	1215	0.0	1215	0.48
>GPLIN_000671100	522	0.0	522	0.531
>GPLIN_000671200	486	0.0	486	0.486
>GPLIN_000671300	684	0.0	684	0.469
>GPLIN_000671400	2127	0.0	2127	0.47
>GPLIN_000671500	1398	0.0	1398	0.451
>GPLIN_000671600	1251	0.0	1251	0.45
>GPLIN_000671700	390	0.0	390	0.464
>GPLIN_000671800	1368	0.0	1368	0.452
>GPLIN_000671900	1221	0.0	1221	0.399
>GPLIN_000672000	318	0.0	318	0.509
>GPLIN_000672100	252	0.0	252	0.472
>GPLIN_000672200	579	0.0	579	0.472
>GPLIN_000672300	594	0.0	594	0.498
>GPLIN_000672400	594	0.0	594	0.505
>GPLIN_000672500	207	0.0	207	0.478
>GPLIN_000672600	294	0.0	294	0.531
>GPLIN_000672700	1239	0.0	1239	0.499
>GPLIN_001461600	2382	0.0	2382	0.56
>GPLIN_001461700	573	0.0	573	0.567
>GPLIN_001461800	1455	0.0	1455	0.534
>GPLIN_000672800	27	0.0	27	0.37
>GPLIN_000672900	636	0.0	636	0.502
>GPLIN_000673000	1305	0.0	1305	0.457
>GPLIN_000673100	627	0.0	627	0.515
>GPLIN_000673200	336	0.0	336	0.491
>GPLIN_000673300	717	0.0	717	0.441
>GPLIN_000673400	1119	0.0	1119	0.437
>GPLIN_000673500	1113	0.0	1113	0.513
>GPLIN_000673600	489	0.0	489	0.44
>GPLIN_000673700	1065	0.0	1065	0.466
>GPLIN_001461900	2571	0.0	2571	0.496
>GPLIN_001462000	1221	0.0	1221	0.497
>GPLIN_001462100	558	0.0	558	0.62
>GPLIN_001462200	1878	0.0	1878	0.518
>GPLIN_001462300	2265	0.0	2265	0.51
>GPLIN_001462400	285	0.0	285	0.614
>GPLIN_001462500	345	0.0	345	0.475
>GPLIN_000673800	2262	0.0	2262	0.524
>GPLIN_000673900	1476	0.0	1476	0.547
>GPLIN_000674000	933	0.0	933	0.492
>GPLIN_000674100	1194	0.0	1194	0.491
>GPLIN_000674200	300	0.0	300	0.48
>GPLIN_000674300	2481	0.0	2481	0.505
>GPLIN_000674400	1698	0.0	1698	0.53
>GPLIN_000674500	225	0.0	225	0.471
>GPLIN_000674600	1395	0.0	1395	0.568
>GPLIN_000674700	264	0.0	264	0.534
>GPLIN_000674800	2460	0.0	2460	0.529
>GPLIN_000675000	507	0.0	507	0.481
>GPLIN_000675100	915	0.0	915	0.505
>GPLIN_000675200	2313	0.0	2313	0.565
>GPLIN_000675300	1560	0.0	1560	0.51
>GPLIN_000675400	1014	0.0	1014	0.57
>GPLIN_000675500	1788	0.0	1788	0.579
>GPLIN_000675600	942	0.0	942	0.5
>GPLIN_000675700	540	0.0	540	0.522
>GPLIN_000675800	411	0.0	411	0.567
>GPLIN_000675900	930	0.0	930	0.57
>GPLIN_000676000	1869	0.0	1869	0.52
>GPLIN_000676100	948	0.0	948	0.558
>GPLIN_000676200	8712	0.0	8712	0.533
>GPLIN_000676300	336	0.0	336	0.443
>GPLIN_000676400	789	0.0	789	0.501
>GPLIN_000676500	513	0.0	513	0.409
>GPLIN_000676600	1014	0.0	1014	0.541
>GPLIN_000676700	1908	0.0	1908	0.497
>GPLIN_000676800	798	0.0	798	0.534
>GPLIN_000676900	408	0.0	408	0.417
>GPLIN_000677000	1155	0.0	1155	0.514
>GPLIN_000677100	507	0.0	507	0.535
>GPLIN_001462600	1566	0.0	1566	0.462
>GPLIN_001462700	1071	0.0	1071	0.462
>GPLIN_001462800	912	0.0	912	0.453
>GPLIN_001462900	1086	0.0	1086	0.538
>GPLIN_001463000	780	0.0	780	0.41
>GPLIN_001463100	1038	0.0	1038	0.493
>GPLIN_001463200	966	0.0	966	0.576
>GPLIN_001463300	504	0.0	504	0.496
>GPLIN_000122400	588	0.0	588	0.529
>GPLIN_000122500	333	0.0	333	0.48
>GPLIN_000122600	921	0.0	921	0.512
>GPLIN_000122700	636	0.0	636	0.525
>GPLIN_000122800	588	0.0	588	0.505
>GPLIN_000123000	249	0.0	249	0.518
>GPLIN_000123100	831	0.0	831	0.501
>GPLIN_000123200	1347	0.0	1347	0.429
>GPLIN_000123400	423	0.0	423	0.544
>GPLIN_000123500	810	0.0	810	0.447
>GPLIN_000123600	213	0.0	213	0.723
>GPLIN_000123800	891	0.0	891	0.55
>GPLIN_000123900	1161	0.0	1161	0.496
>GPLIN_000124000	240	0.0	240	0.533
>GPLIN_000124100	225	0.0	225	0.649
>GPLIN_000124200	372	0.0	372	0.457
>GPLIN_000124300	669	0.0	669	0.46
>GPLIN_000124400	309	0.0	309	0.482
>GPLIN_000124500	600	0.0	600	0.443
>GPLIN_000124600	909	0.0	909	0.461
>GPLIN_000124700	984	0.0	984	0.444
>GPLIN_000124800	954	0.0	954	0.475
>GPLIN_000124900	939	0.0	939	0.572
>GPLIN_000125000	360	0.0	360	0.556
>GPLIN_000125100	384	0.0	384	0.5
>GPLIN_000125200	1152	0.0	1152	0.483
>GPLIN_000125300	1134	0.0	1134	0.46
>GPLIN_000125400	306	0.0	306	0.556
>GPLIN_000125500	1494	0.0	1494	0.485
>GPLIN_000125600	561	0.0	561	0.538
>GPLIN_000125700	282	0.00355	281	0.534
>GPLIN_000125800	906	0.0	906	0.449
>GPLIN_000126000	1488	0.0	1488	0.533
>GPLIN_000126100	348	0.0	348	0.425
>GPLIN_000126200	465	0.0	465	0.503
>GPLIN_000126400	450	0.0	450	0.396
>GPLIN_000126500	309	0.0	309	0.476
>GPLIN_000126600	984	0.0	984	0.548
>GPLIN_000126700	1479	0.0	1479	0.487
>GPLIN_000126800	1059	0.0	1059	0.527
>GPLIN_000126900	741	0.0	741	0.514
>GPLIN_000127000	4092	0.000244	4091	0.581
>GPLIN_000127100	1221	0.0	1221	0.52
>GPLIN_000127200	738	0.0	738	0.52
>GPLIN_000127300	789	0.0	789	0.551
>GPLIN_000127400	1053	0.0	1053	0.534
>GPLIN_000127500	462	0.0	462	0.53
>GPLIN_000127600	2277	0.0	2277	0.465
>GPLIN_000127700	3411	0.0	3411	0.545
>GPLIN_000127800	1506	0.0	1506	0.561
>GPLIN_000127900	1551	0.0	1551	0.554
>GPLIN_000128000	876	0.0	876	0.51
>GPLIN_000128100	822	0.0	822	0.528
>GPLIN_000677200	891	0.0	891	0.53
>GPLIN_000677300	429	0.0	429	0.608
>GPLIN_000677400	507	0.0	507	0.509
>GPLIN_000677500	813	0.0	813	0.507
>GPLIN_000677600	363	0.0	363	0.521
>GPLIN_000677700	852	0.0	852	0.466
>GPLIN_000677800	2430	0.0	2430	0.519
>GPLIN_000677900	903	0.0	903	0.501
>GPLIN_000678000	1956	0.0	1956	0.541
>GPLIN_000678100	2406	0.000416	2405	0.541
>GPLIN_000678200	1452	0.0	1452	0.543
>GPLIN_000678300	600	0.0	600	0.557
>GPLIN_000678400	372	0.0	372	0.511
>GPLIN_000678500	267	0.0	267	0.588
>GPLIN_000678600	648	0.0	648	0.562
>GPLIN_000678700	690	0.0	690	0.539
>GPLIN_000678800	483	0.0	483	0.505
>GPLIN_000678900	1137	0.0	1137	0.527
>GPLIN_000679000	1935	0.0	1935	0.554
>GPLIN_000679100	873	0.0	873	0.434
>GPLIN_000679200	618	0.0	618	0.528
>GPLIN_000679300	210	0.0	210	0.595
>GPLIN_000679400	1368	0.0	1368	0.457
>GPLIN_000679500	786	0.0	786	0.43
>GPLIN_000679600	1452	0.0	1452	0.472
>GPLIN_000679700	1284	0.0	1284	0.477
>GPLIN_000679800	1332	0.0	1332	0.479
>GPLIN_000679900	1188	0.0	1188	0.49
>GPLIN_000680000	477	0.0	477	0.472
>GPLIN_000680100	2409	0.0	2409	0.479
>GPLIN_000680200	354	0.0	354	0.415
>GPLIN_000680300	270	0.0	270	0.526
>GPLIN_001463400	1665	0.0	1665	0.513
>GPLIN_001463500	657	0.0	657	0.466
>GPLIN_001463600	885	0.0	885	0.576
>GPLIN_001463700	1437	0.0	1437	0.55
>GPLIN_001463800	318	0.00314	317	0.543
>GPLIN_000680400	561	0.0	561	0.51
>GPLIN_000680500	615	0.0	615	0.572
>GPLIN_000680600	465	0.0	465	0.572
>GPLIN_000680700	2784	0.0	2784	0.496
>GPLIN_000680800	237	0.0	237	0.409
>GPLIN_000680900	522	0.0	522	0.517
>GPLIN_000681000	1329	0.0	1329	0.495
>GPLIN_000681100	3459	0.0	3459	0.506
>GPLIN_000681200	456	0.0	456	0.493
>GPLIN_000681300	2046	0.0	2046	0.529
>GPLIN_000681400	1239	0.0	1239	0.547
>GPLIN_000681500	1878	0.0	1878	0.509
>GPLIN_000681600	2559	0.0	2559	0.515
>GPLIN_000681700	768	0.0	768	0.525
>GPLIN_000681800	2337	0.0	2337	0.534
>GPLIN_000681900	3003	0.0	3003	0.469
>GPLIN_000682000	1035	0.0	1035	0.486
>GPLIN_000682100	2091	0.0	2091	0.511
>GPLIN_000682200	2322	0.0	2322	0.519
>GPLIN_000682300	477	0.0	477	0.656
>GPLIN_000682400	813	0.0	813	0.499
>GPLIN_000682500	348	0.0	348	0.497
>GPLIN_000682600	375	0.0	375	0.517
>GPLIN_000682700	375	0.0	375	0.523
>GPLIN_000682800	1119	0.0	1119	0.484
>GPLIN_000682900	2034	0.0	2034	0.45
>GPLIN_000683000	1002	0.0	1002	0.478
>GPLIN_000683100	2301	0.0	2301	0.471
>GPLIN_000683200	924	0.0	924	0.446
>GPLIN_000683300	366	0.0	366	0.497
>GPLIN_000683400	636	0.0	636	0.489
>GPLIN_000683500	339	0.0	339	0.617
>GPLIN_001463900	1362	0.0	1362	0.505
>GPLIN_001464000	294	0.0	294	0.493
>GPLIN_001464100	1680	0.0	1680	0.48
>GPLIN_001464200	327	0.0	327	0.492
>GPLIN_001464300	780	0.0	780	0.522
>GPLIN_001464400	753	0.0	753	0.422
>GPLIN_001464500	462	0.0	462	0.522
>GPLIN_001464600	1305	0.0	1305	0.492
>GPLIN_001464700	1998	0.0	1998	0.551
>GPLIN_000683600	252	0.0	252	0.452
>GPLIN_000683700	1302	0.0	1302	0.495
>GPLIN_000683800	429	0.0	429	0.513
>GPLIN_000683900	441	0.0	441	0.49
>GPLIN_000684000	381	0.0	381	0.562
>GPLIN_000684100	234	0.0	234	0.526
>GPLIN_000684200	639	0.0	639	0.537
>GPLIN_000684300	369	0.0	369	0.512
>GPLIN_000684400	453	0.0	453	0.494
>GPLIN_000684500	486	0.0	486	0.547
>GPLIN_000684600	4173	0.00024	4172	0.482
>GPLIN_000684700	318	0.0	318	0.494
>GPLIN_000684800	411	0.0	411	0.467
>GPLIN_000684900	315	0.0	315	0.435
>GPLIN_000685000	675	0.0	675	0.499
>GPLIN_000685100	2880	0.0	2880	0.456
>GPLIN_000685200	999	0.0	999	0.462
>GPLIN_000685300	1419	0.0	1419	0.447
>GPLIN_000685400	1053	0.0	1053	0.484
>GPLIN_000685500	1188	0.0	1188	0.437
>GPLIN_000685600	546	0.0	546	0.505
>GPLIN_001464800	495	0.0	495	0.442
>GPLIN_001464900	2742	0.0	2742	0.559
>GPLIN_001465000	378	0.0	378	0.479
>GPLIN_001465100	1011	0.0	1011	0.467
>GPLIN_001465200	594	0.0	594	0.603
>GPLIN_001465300	1983	0.0	1983	0.586
>GPLIN_001465400	771	0.0	771	0.449
>GPLIN_001465500	972	0.0	972	0.466
>GPLIN_001465600	591	0.0	591	0.42
>GPLIN_000685700	825	0.0	825	0.507
>GPLIN_000685800	1833	0.0	1833	0.528
>GPLIN_000685900	1332	0.0	1332	0.524
>GPLIN_000686000	1920	0.0	1920	0.541
>GPLIN_000686200	1971	0.0	1971	0.491
>GPLIN_000686300	3051	0.0	3051	0.506
>GPLIN_000686400	612	0.0	612	0.472
>GPLIN_000686500	1236	0.0	1236	0.475
>GPLIN_000686600	1269	0.0	1269	0.481
>GPLIN_000686700	876	0.0	876	0.466
>GPLIN_000686800	996	0.0	996	0.428
>GPLIN_000686900	2328	0.0	2328	0.472
>GPLIN_000687000	1350	0.0	1350	0.566
>GPLIN_000687100	924	0.0	924	0.475
>GPLIN_000687200	1377	0.0	1377	0.594
>GPLIN_000687300	3453	0.0	3453	0.467
>GPLIN_000687400	504	0.0	504	0.401
>GPLIN_000687500	1677	0.0	1677	0.473
>GPLIN_000687600	315	0.0	315	0.483
>GPLIN_000687700	1398	0.0	1398	0.446
>GPLIN_000687800	1479	0.0	1479	0.487
>GPLIN_000687900	948	0.0	948	0.547
>GPLIN_001465700	294	0.0	294	0.463
>GPLIN_001465800	1530	0.0	1530	0.605
>GPLIN_001465900	471	0.0	471	0.471
>GPLIN_001466000	639	0.0	639	0.473
>GPLIN_001466100	1221	0.0	1221	0.492
>GPLIN_001466200	279	0.0	279	0.509
>GPLIN_001466300	1068	0.0	1068	0.625
>GPLIN_000688000	1449	0.0	1449	0.562
>GPLIN_000688100	1554	0.0	1554	0.53
>GPLIN_000688200	4344	0.0	4344	0.57
>GPLIN_000688300	369	0.0	369	0.52
>GPLIN_000688400	426	0.0	426	0.481
>GPLIN_000688500	1665	0.0	1665	0.516
>GPLIN_000688600	2307	0.0	2307	0.507
>GPLIN_000688700	873	0.0	873	0.528
>GPLIN_000688900	6060	0.0	6060	0.511
>GPLIN_000689000	561	0.0	561	0.513
>GPLIN_000689100	1773	0.0	1773	0.54
>GPLIN_000689200	1791	0.0	1791	0.512
>GPLIN_000689300	1404	0.0	1404	0.511
>GPLIN_000689400	693	0.0	693	0.338
>GPLIN_000689500	804	0.0	804	0.409
>GPLIN_000689600	804	0.0	804	0.541
>GPLIN_000689700	1320	0.0	1320	0.492
>GPLIN_000689800	210	0.0	210	0.552
>GPLIN_000689900	354	0.0	354	0.528
>GPLIN_000690000	438	0.0	438	0.564
>GPLIN_001466400	795	0.0	795	0.504
>GPLIN_001466500	618	0.0	618	0.477
>GPLIN_001466600	342	0.0	342	0.421
>GPLIN_001466700	303	0.0	303	0.479
>GPLIN_001466800	1014	0.0	1014	0.458
>GPLIN_001466900	1929	0.000518	1928	0.511
>GPLIN_001467000	231	0.0	231	0.459
>GPLIN_001467100	315	0.0	315	0.521
>GPLIN_001467200	627	0.0	627	0.522
>GPLIN_000690100	231	0.0	231	0.567
>GPLIN_000690200	720	0.0	720	0.486
>GPLIN_000690300	1044	0.0	1044	0.549
>GPLIN_000690400	2100	0.0	2100	0.461
>GPLIN_000690500	1698	0.0	1698	0.487
>GPLIN_000690600	2004	0.0	2004	0.513
>GPLIN_000690700	759	0.0	759	0.585
>GPLIN_000690800	579	0.0	579	0.558
>GPLIN_000690900	1686	0.0	1686	0.574
>GPLIN_000691000	6537	0.0	6537	0.595
>GPLIN_000691100	201	0.0	201	0.552
>GPLIN_000691200	312	0.0	312	0.513
>GPLIN_000691300	807	0.0	807	0.497
>GPLIN_000691400	480	0.0	480	0.498
>GPLIN_000691500	504	0.0	504	0.52
>GPLIN_001467300	276	0.0	276	0.496
>GPLIN_001467400	1221	0.0	1221	0.539
>GPLIN_001467500	534	0.0	534	0.496
>GPLIN_001467600	216	0.0	216	0.509
>GPLIN_001467700	2010	0.0	2010	0.464
>GPLIN_001467800	705	0.0	705	0.504
>GPLIN_001467900	243	0.0	243	0.58
>GPLIN_001468000	738	0.0	738	0.491
>GPLIN_001468100	396	0.0	396	0.551
>GPLIN_001468200	1149	0.0	1149	0.463
>GPLIN_001468300	345	0.0	345	0.432
>GPLIN_000691700	471	0.0	471	0.524
>GPLIN_000691800	957	0.0	957	0.507
>GPLIN_000691900	549	0.0	549	0.541
>GPLIN_000692000	1908	0.0	1908	0.561
>GPLIN_000692100	411	0.0	411	0.603
>GPLIN_000692200	384	0.0	384	0.63
>GPLIN_000692300	2022	0.0	2022	0.551
>GPLIN_000692400	1461	0.0	1461	0.498
>GPLIN_000692500	19902	0.0	19902	0.542
>GPLIN_000692600	1569	0.0	1569	0.547
>GPLIN_000692700	2022	0.0	2022	0.54
>GPLIN_000692800	879	0.0	879	0.608
>GPLIN_000693000	1029	0.000972	1028	0.615
>GPLIN_000693100	1122	0.0	1122	0.603
>GPLIN_000693200	972	0.0	972	0.591
>GPLIN_000693300	1368	0.0	1368	0.549
>GPLIN_000693400	864	0.0	864	0.513
>GPLIN_000693500	492	0.0	492	0.533
>GPLIN_000693600	909	0.0	909	0.51
