# header 	Uncorrected len	N (%)	len	GC (%)
>pathogens_Gpal_scaffold_3917	1808	0.0	1808	0.445
>pathogens_Gpal_scaffold_7782	1069	0.0	1069	0.423
>pathogens_Gpal_scaffold_842	37807	0.446	20931	0.398
>pathogens_Gpal_scaffold_2925	2996	0.0	2996	0.239
>pathogens_Gpal_scaffold_6711	1157	0.0	1157	0.317
>pathogens_Gpal_scaffold_2094	6143	0.0	6143	0.307
>pathogens_Gpal_scaffold_7255	1106	0.0	1106	0.486
>pathogens_Gpal_scaffold_5078	1390	0.00863	1378	0.472
>pathogens_Gpal_scaffold_8566	1019	0.0	1019	0.403
>pathogens_Gpal_scaffold_2509	3970	0.307	2751	0.449
>pathogens_Gpal_scaffold_3274	2405	0.0	2405	0.38
>pathogens_Gpal_scaffold_4719	1481	0.0	1481	0.413
>pathogens_Gpal_scaffold_231	140920	0.196	113287	0.425
>pathogens_Gpal_scaffold_3117	2637	0.0	2637	0.224
>pathogens_Gpal_scaffold_33	323499	0.168	269238	0.391
>pathogens_Gpal_scaffold_4428	1566	0.0	1566	0.259
>pathogens_Gpal_scaffold_4879	1440	0.0	1440	0.425
>pathogens_Gpal_scaffold_4201	1668	0.0	1668	0.241
>pathogens_Gpal_scaffold_7303	1104	0.0	1104	0.334
>pathogens_Gpal_scaffold_934	32074	0.0194	31451	0.423
>pathogens_Gpal_scaffold_1341	16439	0.211	12963	0.362
>pathogens_Gpal_scaffold_5379	1331	0.0	1331	0.333
>pathogens_Gpal_scaffold_8729	1010	0.00594	1004	0.38
>pathogens_Gpal_scaffold_3268	2413	0.0	2413	0.336
>pathogens_Gpal_scaffold_9171	529	0.0	529	0.44
>pathogens_Gpal_scaffold_3388	2267	0.0	2267	0.249
>pathogens_Gpal_scaffold_1932	7649	0.687	2391	0.468
>pathogens_Gpal_scaffold_7320	1103	0.00181	1101	0.375
>pathogens_Gpal_scaffold_1048	26222	0.21	20703	0.374
>pathogens_Gpal_scaffold_4069	1722	0.0	1722	0.402
>pathogens_Gpal_scaffold_9034	743	0.0	743	0.343
>pathogens_Gpal_scaffold_726	46458	0.215	36464	0.404
>pathogens_Gpal_scaffold_7477	1088	0.0	1088	0.356
>pathogens_Gpal_scaffold_206	154311	0.18	126514	0.363
>pathogens_Gpal_scaffold_812	40313	0.242	30551	0.425
>pathogens_Gpal_scaffold_3930	1797	0.0	1797	0.259
>pathogens_Gpal_scaffold_666	52306	0.0936	47412	0.39
>pathogens_Gpal_scaffold_229	143062	0.0929	129770	0.36
>pathogens_Gpal_scaffold_7000	1137	0.0	1137	0.253
>pathogens_Gpal_scaffold_2496	4008	0.00025	4007	0.376
>pathogens_Gpal_scaffold_1399	14960	0.749	3755	0.386
>pathogens_Gpal_scaffold_7849	1060	0.000943	1059	0.287
>pathogens_Gpal_scaffold_5415	1323	0.00151	1321	0.275
>pathogens_Gpal_scaffold_8644	1015	0.0	1015	0.233
>pathogens_Gpal_scaffold_4943	1410	0.0	1410	0.272
>pathogens_Gpal_scaffold_7319	1099	0.0	1099	0.349
>pathogens_Gpal_scaffold_4486	1549	0.0	1549	0.327
>pathogens_Gpal_scaffold_8763	1008	0.0	1008	0.392
>pathogens_Gpal_scaffold_8634	1016	0.0	1016	0.392
>pathogens_Gpal_scaffold_5476	1308	0.0	1308	0.245
>pathogens_Gpal_scaffold_4831	1450	0.0	1450	0.223
>pathogens_Gpal_scaffold_4394	1583	0.0	1583	0.389
>pathogens_Gpal_scaffold_4446	1557	0.0	1557	0.288
>pathogens_Gpal_scaffold_3106	2656	0.0	2656	0.253
>pathogens_Gpal_scaffold_332	112313	0.244	84929	0.343
>pathogens_Gpal_scaffold_1553	11267	0.00719	11186	0.414
>pathogens_Gpal_scaffold_901	33876	0.00449	33724	0.266
>pathogens_Gpal_scaffold_4189	1668	0.0156	1642	0.499
>pathogens_Gpal_scaffold_4121	1699	0.0	1699	0.501
>pathogens_Gpal_scaffold_292	122946	0.057	115943	0.412
>pathogens_Gpal_scaffold_3511	2137	0.0	2137	0.36
>pathogens_Gpal_scaffold_2619	3656	0.379	2269	0.407
>pathogens_Gpal_scaffold_6146	1218	0.0	1218	0.44
>pathogens_Gpal_scaffold_7885	1064	0.0	1064	0.37
>pathogens_Gpal_scaffold_5518	1305	0.0	1305	0.361
>pathogens_Gpal_scaffold_9097	638	0.0	638	0.368
>pathogens_Gpal_scaffold_7086	1123	0.0	1123	0.215
>pathogens_Gpal_scaffold_2202	5252	0.289	3732	0.393
>pathogens_Gpal_scaffold_6236	1206	0.0	1206	0.419
>pathogens_Gpal_scaffold_4401	1577	0.0	1577	0.263
>pathogens_Gpal_scaffold_1783	8598	0.0	8598	0.315
>pathogens_Gpal_scaffold_3350	2312	0.0	2312	0.233
>pathogens_Gpal_scaffold_1132	22514	0.0565	21243	0.349
>pathogens_Gpal_scaffold_8694	1012	0.0	1012	0.231
>pathogens_Gpal_scaffold_8924	959	0.0	959	0.428
>pathogens_Gpal_scaffold_8906	1000	0.0	1000	0.267
>pathogens_Gpal_scaffold_7108	1121	0.0	1121	0.404
>pathogens_Gpal_scaffold_1068	25083	0.0	25083	0.381
>pathogens_Gpal_scaffold_8095	1054	0.0	1054	0.406
>pathogens_Gpal_scaffold_3094	2675	0.0	2675	0.363
>pathogens_Gpal_scaffold_1466	13142	7.61e-05	13141	0.449
>pathogens_Gpal_scaffold_6575	1176	0.0	1176	0.36
>pathogens_Gpal_scaffold_4240	1648	0.0	1648	0.383
>pathogens_Gpal_scaffold_6942	1135	0.0	1135	0.382
>pathogens_Gpal_scaffold_3295	2377	0.0	2377	0.428
>pathogens_Gpal_scaffold_9195	500	0.0	500	0.456
>pathogens_Gpal_scaffold_820	39546	0.0136	39008	0.374
>pathogens_Gpal_scaffold_4099	1710	0.0	1710	0.364
>pathogens_Gpal_scaffold_8422	1028	0.0	1028	0.21
>pathogens_Gpal_scaffold_6112	1223	0.0	1223	0.234
>pathogens_Gpal_scaffold_1396	15083	0.0233	14732	0.401
>pathogens_Gpal_scaffold_1192	20033	0.0	20033	0.26
>pathogens_Gpal_scaffold_2235	5069	0.171	4202	0.338
>pathogens_Gpal_scaffold_3029	2805	0.0	2805	0.359
>pathogens_Gpal_scaffold_7353	1099	0.0	1099	0.418
>pathogens_Gpal_scaffold_2007	6955	0.0	6955	0.35
>pathogens_Gpal_scaffold_5435	1315	0.0	1315	0.395
>pathogens_Gpal_scaffold_8280	1035	0.000966	1034	0.303
>pathogens_Gpal_scaffold_5037	1399	0.0	1399	0.282
>pathogens_Gpal_scaffold_6781	1151	0.0	1151	0.304
>pathogens_Gpal_scaffold_5473	1311	0.0	1311	0.417
>pathogens_Gpal_scaffold_7912	1060	0.0	1060	0.387
>pathogens_Gpal_scaffold_3607	2049	0.0	2049	0.381
>pathogens_Gpal_scaffold_4477	1552	0.0	1552	0.381
>pathogens_Gpal_scaffold_3621	2035	0.000491	2034	0.324
>pathogens_Gpal_scaffold_8015	1052	0.0	1052	0.384
>pathogens_Gpal_scaffold_698	48702	0.04	46754	0.267
>pathogens_Gpal_scaffold_8486	1022	0.0	1022	0.432
>pathogens_Gpal_scaffold_7146	1118	0.0	1118	0.329
>pathogens_Gpal_scaffold_7396	1098	0.0	1098	0.431
>pathogens_Gpal_scaffold_1963	7393	0.792	1539	0.468
>pathogens_Gpal_scaffold_1852	8151	0.598	3274	0.388
>pathogens_Gpal_scaffold_7404	1096	0.0	1096	0.402
>pathogens_Gpal_scaffold_5001	1406	0.0	1406	0.371
>pathogens_Gpal_scaffold_5345	1334	0.0	1334	0.31
>pathogens_Gpal_scaffold_5008	1406	0.0	1406	0.363
>pathogens_Gpal_scaffold_7582	1077	0.0	1077	0.311
>pathogens_Gpal_scaffold_131	199377	0.182	163164	0.355
>pathogens_Gpal_scaffold_2185	5365	0.0	5365	0.404
>pathogens_Gpal_scaffold_4327	1602	0.0	1602	0.357
>pathogens_Gpal_scaffold_638	55172	0.319	37579	0.261
>pathogens_Gpal_scaffold_211	150283	0.083	137811	0.406
>pathogens_Gpal_scaffold_3475	2180	0.0	2180	0.38
>pathogens_Gpal_scaffold_2913	3033	0.0	3033	0.404
>pathogens_Gpal_scaffold_4695	1488	0.000672	1487	0.387
>pathogens_Gpal_scaffold_3060	2736	0.0	2736	0.245
>pathogens_Gpal_scaffold_5690	1278	0.0	1278	0.362
>pathogens_Gpal_scaffold_3989	1763	0.00964	1746	0.368
>pathogens_Gpal_scaffold_5521	1304	0.0	1304	0.333
>pathogens_Gpal_scaffold_3189	2509	0.0	2509	0.285
>pathogens_Gpal_scaffold_1804	8478	0.735	2245	0.388
>pathogens_Gpal_scaffold_3308	2356	0.000424	2355	0.242
>pathogens_Gpal_scaffold_2283	4857	0.0	4857	0.486
>pathogens_Gpal_scaffold_6243	1206	0.0	1206	0.41
>pathogens_Gpal_scaffold_3570	2082	0.0	2082	0.319
>pathogens_Gpal_scaffold_4249	1640	0.0	1640	0.347
>pathogens_Gpal_scaffold_2908	3048	0.0	3048	0.415
>pathogens_Gpal_scaffold_3929	1791	0.000558	1790	0.318
>pathogens_Gpal_scaffold_1143	22314	0.00636	22172	0.321
>pathogens_Gpal_scaffold_7994	1054	0.0	1054	0.369
>pathogens_Gpal_scaffold_5155	1371	0.0	1371	0.32
>pathogens_Gpal_scaffold_5096	1384	0.0	1384	0.366
>pathogens_Gpal_scaffold_6755	1154	0.0	1154	0.461
>pathogens_Gpal_scaffold_5344	1335	0.0	1335	0.371
>pathogens_Gpal_scaffold_2264	4929	0.0	4929	0.305
>pathogens_Gpal_scaffold_2293	4794	0.000209	4793	0.399
>pathogens_Gpal_scaffold_1743	8933	0.115	7906	0.289
>pathogens_Gpal_scaffold_619	58084	0.219	45377	0.46
>pathogens_Gpal_scaffold_5354	1331	0.000751	1330	0.306
>pathogens_Gpal_scaffold_355	106625	0.0579	100451	0.351
>pathogens_Gpal_scaffold_6947	1134	0.0	1134	0.561
>pathogens_Gpal_scaffold_1532	11657	0.00961	11545	0.447
>pathogens_Gpal_scaffold_3723	1944	0.0	1944	0.37
>pathogens_Gpal_scaffold_2890	3055	0.0	3055	0.412
>pathogens_Gpal_scaffold_1974	7290	0.000137	7289	0.395
>pathogens_Gpal_scaffold_4194	1667	0.0012	1665	0.346
>pathogens_Gpal_scaffold_2195	5311	0.000377	5309	0.383
>pathogens_Gpal_scaffold_2224	5129	0.0	5129	0.254
>pathogens_Gpal_scaffold_1809	8460	0.685	2667	0.337
>pathogens_Gpal_scaffold_3626	2021	0.0	2021	0.32
>pathogens_Gpal_scaffold_3397	2255	0.0	2255	0.372
>pathogens_Gpal_scaffold_2298	4785	0.272	3482	0.291
>pathogens_Gpal_scaffold_5484	1309	0.0	1309	0.273
>pathogens_Gpal_scaffold_1494	12523	0.203	9976	0.353
>pathogens_Gpal_scaffold_929	32361	0.0	32361	0.471
>pathogens_Gpal_scaffold_7841	1065	0.0178	1046	0.449
>pathogens_Gpal_scaffold_5103	1383	0.0	1383	0.348
>pathogens_Gpal_scaffold_2592	3727	0.157	3143	0.385
>pathogens_Gpal_scaffold_1518	11872	0.0	11872	0.446
>pathogens_Gpal_scaffold_3778	1896	0.0	1896	0.24
>pathogens_Gpal_scaffold_3950	1783	0.0	1783	0.353
>pathogens_Gpal_scaffold_3995	1763	0.0	1763	0.374
>pathogens_Gpal_scaffold_375	101336	0.148	86348	0.351
>pathogens_Gpal_scaffold_3251	2430	0.0	2430	0.337
>pathogens_Gpal_scaffold_1612	10447	0.196	8399	0.403
>pathogens_Gpal_scaffold_7188	1113	0.0	1113	0.364
>pathogens_Gpal_scaffold_1567	11018	0.0	11018	0.234
>pathogens_Gpal_scaffold_1864	8099	0.0	8099	0.36
>pathogens_Gpal_scaffold_731	45979	0.137	39690	0.338
>pathogens_Gpal_scaffold_4732	1476	0.0	1476	0.398
>pathogens_Gpal_scaffold_2456	4117	0.0	4117	0.38
>pathogens_Gpal_scaffold_2332	4622	0.0	4622	0.461
>pathogens_Gpal_scaffold_5772	1269	0.0	1269	0.503
>pathogens_Gpal_scaffold_1096	23786	0.656	8185	0.266
>pathogens_Gpal_scaffold_2484	4042	0.0	4042	0.263
>pathogens_Gpal_scaffold_2952	2944	0.00034	2943	0.249
>pathogens_Gpal_scaffold_2760	3372	0.0125	3330	0.379
>pathogens_Gpal_scaffold_9156	550	0.0	550	0.482
>pathogens_Gpal_scaffold_7450	1092	0.0	1092	0.39
>pathogens_Gpal_scaffold_3753	1922	0.0	1922	0.324
>pathogens_Gpal_scaffold_5325	1337	0.0	1337	0.55
>pathogens_Gpal_scaffold_1077	24578	0.736	6481	0.314
>pathogens_Gpal_scaffold_7467	1090	0.0	1090	0.355
>pathogens_Gpal_scaffold_5497	1302	0.0	1302	0.352
>pathogens_Gpal_scaffold_2046	6524	0.0	6524	0.363
>pathogens_Gpal_scaffold_7010	1129	0.0	1129	0.454
>pathogens_Gpal_scaffold_2501	3990	0.489	2039	0.393
>pathogens_Gpal_scaffold_4456	1556	0.000643	1555	0.226
>pathogens_Gpal_scaffold_4271	1633	0.0	1633	0.365
>pathogens_Gpal_scaffold_3051	2752	0.0	2752	0.254
>pathogens_Gpal_scaffold_7681	1077	0.0	1077	0.298
>pathogens_Gpal_scaffold_7984	1055	0.0	1055	0.412
>pathogens_Gpal_scaffold_9161	545	0.0	545	0.437
>pathogens_Gpal_scaffold_671	51807	0.261	38286	0.33
>pathogens_Gpal_scaffold_3844	1858	0.0	1858	0.262
>pathogens_Gpal_scaffold_3786	1897	0.0	1897	0.25
>pathogens_Gpal_scaffold_8285	1035	0.0	1035	0.362
>pathogens_Gpal_scaffold_6008	1241	0.0	1241	0.409
>pathogens_Gpal_scaffold_176	167735	0.214	131876	0.352
>pathogens_Gpal_scaffold_7800	1068	0.0	1068	0.342
>pathogens_Gpal_scaffold_4712	1483	0.0	1483	0.483
>pathogens_Gpal_scaffold_4371	1586	0.0	1586	0.359
>pathogens_Gpal_scaffold_1171	21035	0.0	21035	0.415
>pathogens_Gpal_scaffold_2043	6572	0.0	6572	0.384
>pathogens_Gpal_scaffold_2957	2932	0.0	2932	0.292
>pathogens_Gpal_scaffold_2566	3815	0.278	2755	0.663
>pathogens_Gpal_scaffold_4675	1494	0.0	1494	0.246
>pathogens_Gpal_scaffold_1917	7746	0.766	1810	0.436
>pathogens_Gpal_scaffold_5699	1277	0.0	1277	0.273
>pathogens_Gpal_scaffold_7198	1112	0.0	1112	0.348
>pathogens_Gpal_scaffold_5701	1277	0.000783	1276	0.284
>pathogens_Gpal_scaffold_2339	4583	0.0	4583	0.283
>pathogens_Gpal_scaffold_2416	4261	0.0	4261	0.374
>pathogens_Gpal_scaffold_3506	2142	0.0	2142	0.354
>pathogens_Gpal_scaffold_7012	1132	0.0	1132	0.419
>pathogens_Gpal_scaffold_6281	1205	0.0	1205	0.384
>pathogens_Gpal_scaffold_1284	17937	0.758	4345	0.383
>pathogens_Gpal_scaffold_1772	8700	0.452	4771	0.343
>pathogens_Gpal_scaffold_8507	1023	0.0	1023	0.332
>pathogens_Gpal_scaffold_1166	21143	0.0	21143	0.421
>pathogens_Gpal_scaffold_1118	23088	0.655	7964	0.255
>pathogens_Gpal_scaffold_9062	702	0.0	702	0.5
>pathogens_Gpal_scaffold_541	69076	0.154	58449	0.408
>pathogens_Gpal_scaffold_1667	9716	0.000103	9715	0.397
>pathogens_Gpal_scaffold_985	28916	0.442	16142	0.34
>pathogens_Gpal_scaffold_1050	26107	0.15	22181	0.265
>pathogens_Gpal_scaffold_1500	12410	0.156	10472	0.417
>pathogens_Gpal_scaffold_6825	1142	0.0	1142	0.428
>pathogens_Gpal_scaffold_82	232014	0.177	190919	0.335
>pathogens_Gpal_scaffold_6251	1205	0.00913	1194	0.529
>pathogens_Gpal_scaffold_8882	1001	0.0	1001	0.382
>pathogens_Gpal_scaffold_1509	12123	0.0	12123	0.359
>pathogens_Gpal_scaffold_273	126015	0.0852	115275	0.298
>pathogens_Gpal_scaffold_5397	1326	0.0	1326	0.38
>pathogens_Gpal_scaffold_4299	1616	0.0	1616	0.272
>pathogens_Gpal_scaffold_766	43383	0.116	38365	0.407
>pathogens_Gpal_scaffold_4215	1657	0.0	1657	0.402
>pathogens_Gpal_scaffold_1441	13943	0.3	9759	0.257
>pathogens_Gpal_scaffold_6304	1200	0.0158	1181	0.494
>pathogens_Gpal_scaffold_1212	19447	0.195	15651	0.266
>pathogens_Gpal_scaffold_5128	1375	0.0	1375	0.424
>pathogens_Gpal_scaffold_8794	1007	0.0	1007	0.423
>pathogens_Gpal_scaffold_2080	6212	0.0	6212	0.433
>pathogens_Gpal_scaffold_3457	2196	0.0	2196	0.345
>pathogens_Gpal_scaffold_3161	2566	0.0	2566	0.331
>pathogens_Gpal_scaffold_633	55793	0.0584	52536	0.252
>pathogens_Gpal_scaffold_547	68396	0.286	48814	0.405
>pathogens_Gpal_scaffold_7300	1105	0.0	1105	0.337
>pathogens_Gpal_scaffold_4442	1561	0.0	1561	0.571
>pathogens_Gpal_scaffold_7213	1111	0.0	1111	0.24
>pathogens_Gpal_scaffold_2526	3911	0.0	3911	0.275
>pathogens_Gpal_scaffold_6619	1167	0.0137	1151	0.344
>pathogens_Gpal_scaffold_2430	4209	0.349	2741	0.366
>pathogens_Gpal_scaffold_2940	2967	0.0	2967	0.434
>pathogens_Gpal_scaffold_6926	1136	0.00088	1135	0.353
>pathogens_Gpal_scaffold_6873	1141	0.000876	1140	0.389
>pathogens_Gpal_scaffold_4198	1664	0.0	1664	0.483
>pathogens_Gpal_scaffold_1028	26859	0.161	22534	0.349
>pathogens_Gpal_scaffold_4332	1601	0.0	1601	0.358
>pathogens_Gpal_scaffold_88	227418	0.125	199093	0.324
>pathogens_Gpal_scaffold_9145	568	0.00528	565	0.517
>pathogens_Gpal_scaffold_9132	583	0.0	583	0.396
>pathogens_Gpal_scaffold_3176	2548	0.0	2548	0.335
>pathogens_Gpal_scaffold_2340	4578	0.0	4578	0.252
>pathogens_Gpal_scaffold_2763	3369	0.225	2611	0.435
>pathogens_Gpal_scaffold_851	37013	0.0	37013	0.389
>pathogens_Gpal_scaffold_7896	1059	0.0	1059	0.452
>pathogens_Gpal_scaffold_5121	1371	0.0	1371	0.363
>pathogens_Gpal_scaffold_3238	2460	0.0252	2398	0.368
>pathogens_Gpal_scaffold_2169	5465	0.0	5465	0.263
>pathogens_Gpal_scaffold_2088	6167	0.26	4562	0.376
>pathogens_Gpal_scaffold_9077	680	0.0	680	0.504
>pathogens_Gpal_scaffold_7760	1070	0.0	1070	0.46
>pathogens_Gpal_scaffold_6701	1158	0.0	1158	0.25
>pathogens_Gpal_scaffold_3648	2007	0.0	2007	0.382
>pathogens_Gpal_scaffold_7118	1119	0.0	1119	0.356
>pathogens_Gpal_scaffold_285	123837	0.217	96922	0.334
>pathogens_Gpal_scaffold_5956	1243	0.000805	1242	0.237
>pathogens_Gpal_scaffold_2562	3828	0.0	3828	0.422
>pathogens_Gpal_scaffold_6536	1176	0.0	1176	0.389
>pathogens_Gpal_scaffold_8720	1010	0.00297	1007	0.437
>pathogens_Gpal_scaffold_9138	577	0.0	577	0.428
>pathogens_Gpal_scaffold_8538	1021	0.000979	1020	0.391
>pathogens_Gpal_scaffold_3748	1915	0.000522	1914	0.412
>pathogens_Gpal_scaffold_6877	1140	0.00175	1138	0.454
>pathogens_Gpal_scaffold_2965	2921	0.0	2921	0.403
>pathogens_Gpal_scaffold_4668	1501	0.0	1501	0.39
>pathogens_Gpal_scaffold_2668	3550	0.0	3550	0.297
>pathogens_Gpal_scaffold_2842	3183	0.0	3183	0.256
>pathogens_Gpal_scaffold_4305	1617	0.0	1617	0.391
>pathogens_Gpal_scaffold_613	58697	0.238	44735	0.383
>pathogens_Gpal_scaffold_9079	677	0.0	677	0.347
>pathogens_Gpal_scaffold_2605	3687	0.0	3687	0.329
>pathogens_Gpal_scaffold_1300	17605	0.854	2577	0.438
>pathogens_Gpal_scaffold_2979	2898	0.0	2898	0.256
>pathogens_Gpal_scaffold_5731	1273	0.0	1273	0.375
>pathogens_Gpal_scaffold_1255	18485	0.738	4841	0.382
>pathogens_Gpal_scaffold_348	107879	0.203	86006	0.327
>pathogens_Gpal_scaffold_3003	2858	0.0	2858	0.384
>pathogens_Gpal_scaffold_8645	1016	0.0	1016	0.269
>pathogens_Gpal_scaffold_1055	25925	0.729	7031	0.363
>pathogens_Gpal_scaffold_2475	4060	0.129	3537	0.434
>pathogens_Gpal_scaffold_8748	1010	0.0	1010	0.415
>pathogens_Gpal_scaffold_59	267109	0.151	226660	0.368
>pathogens_Gpal_scaffold_5508	1306	0.0	1306	0.509
>pathogens_Gpal_scaffold_1380	15426	0.136	13332	0.334
>pathogens_Gpal_scaffold_4334	1600	0.0	1600	0.244
>pathogens_Gpal_scaffold_564	65869	0.0	65869	0.441
>pathogens_Gpal_scaffold_2370	4450	0.0476	4238	0.393
>pathogens_Gpal_scaffold_8264	1041	0.0	1041	0.259
>pathogens_Gpal_scaffold_8355	1030	0.0	1030	0.326
>pathogens_Gpal_scaffold_380	99708	0.145	85209	0.354
>pathogens_Gpal_scaffold_8417	1028	0.0	1028	0.375
>pathogens_Gpal_scaffold_586	61542	0.186	50068	0.389
>pathogens_Gpal_scaffold_5546	1300	0.0	1300	0.309
>pathogens_Gpal_scaffold_591	61103	0.354	39468	0.429
>pathogens_Gpal_scaffold_8940	932	0.0	932	0.444
>pathogens_Gpal_scaffold_7362	1100	0.0	1100	0.374
>pathogens_Gpal_scaffold_6050	1231	0.0	1231	0.368
>pathogens_Gpal_scaffold_5789	1267	0.0	1267	0.317
>pathogens_Gpal_scaffold_6834	1145	0.0	1145	0.364
>pathogens_Gpal_scaffold_3037	2780	0.0	2780	0.244
>pathogens_Gpal_scaffold_8986	844	0.0	844	0.454
>pathogens_Gpal_scaffold_5777	1269	0.0	1269	0.264
>pathogens_Gpal_scaffold_26	342067	0.165	285756	0.259
>pathogens_Gpal_scaffold_1764	8777	0.0	8777	0.429
>pathogens_Gpal_scaffold_3147	2573	0.0	2573	0.277
>pathogens_Gpal_scaffold_9087	665	0.0	665	0.373
>pathogens_Gpal_scaffold_6806	1148	0.00436	1143	0.46
>pathogens_Gpal_scaffold_4596	1517	0.0	1517	0.423
>pathogens_Gpal_scaffold_1115	23119	0.642	8284	0.437
>pathogens_Gpal_scaffold_3132	2596	0.0	2596	0.362
>pathogens_Gpal_scaffold_1811	8444	0.422	4881	0.328
>pathogens_Gpal_scaffold_6934	1135	0.0	1135	0.285
>pathogens_Gpal_scaffold_505	74497	0.08	68534	0.416
>pathogens_Gpal_scaffold_7252	1111	0.0	1111	0.506
>pathogens_Gpal_scaffold_8186	1035	0.0	1035	0.344
>pathogens_Gpal_scaffold_4787	1460	0.00411	1454	0.4
>pathogens_Gpal_scaffold_457	82519	0.146	70486	0.348
>pathogens_Gpal_scaffold_2775	3334	0.0	3334	0.277
>pathogens_Gpal_scaffold_7941	1058	0.0	1058	0.336
>pathogens_Gpal_scaffold_9078	683	0.0	683	0.341
>pathogens_Gpal_scaffold_5767	1266	0.0	1266	0.384
>pathogens_Gpal_scaffold_4180	1671	0.0	1671	0.484
>pathogens_Gpal_scaffold_8102	1046	0.0	1046	0.368
>pathogens_Gpal_scaffold_2423	4228	0.331	2827	0.447
>pathogens_Gpal_scaffold_3124	2612	0.0	2612	0.368
>pathogens_Gpal_scaffold_9124	593	0.0	593	0.476
>pathogens_Gpal_scaffold_299	121426	0.174	100259	0.381
>pathogens_Gpal_scaffold_1450	13609	0.0	13609	0.392
>pathogens_Gpal_scaffold_2193	5320	0.0	5320	0.427
>pathogens_Gpal_scaffold_8358	1031	0.0194	1011	0.459
>pathogens_Gpal_scaffold_8196	1040	0.0	1040	0.504
>pathogens_Gpal_scaffold_772	43129	0.183	35233	0.375
>pathogens_Gpal_scaffold_407	93768	0.231	72127	0.395
>pathogens_Gpal_scaffold_445	84706	0.391	51580	0.282
>pathogens_Gpal_scaffold_3658	2001	0.0	2001	0.27
>pathogens_Gpal_scaffold_3224	2480	0.0	2480	0.426
>pathogens_Gpal_scaffold_294	122958	0.273	89417	0.309
>pathogens_Gpal_scaffold_540	69189	0.0343	66819	0.435
>pathogens_Gpal_scaffold_555	67489	0.553	30145	0.261
>pathogens_Gpal_scaffold_1964	7388	0.0	7388	0.428
>pathogens_Gpal_scaffold_6994	1130	0.0	1130	0.379
>pathogens_Gpal_scaffold_5916	1253	0.0	1253	0.402
>pathogens_Gpal_scaffold_1130	22624	0.0	22624	0.372
>pathogens_Gpal_scaffold_3030	2797	0.0	2797	0.259
>pathogens_Gpal_scaffold_4352	1596	0.0	1596	0.278
>pathogens_Gpal_scaffold_826	38943	0.0	38943	0.425
>pathogens_Gpal_scaffold_1277	18067	0.706	5318	0.362
>pathogens_Gpal_scaffold_7548	1084	0.0	1084	0.314
>pathogens_Gpal_scaffold_3887	1825	0.0	1825	0.342
>pathogens_Gpal_scaffold_862	36240	0.136	31306	0.407
>pathogens_Gpal_scaffold_2822	3222	0.0	3222	0.27
>pathogens_Gpal_scaffold_2833	3203	0.0	3203	0.421
>pathogens_Gpal_scaffold_5575	1295	0.0	1295	0.439
>pathogens_Gpal_scaffold_519	71874	0.288	51155	0.284
>pathogens_Gpal_scaffold_3205	2511	0.0	2511	0.405
>pathogens_Gpal_scaffold_6246	1205	0.0	1205	0.232
>pathogens_Gpal_scaffold_2701	3489	0.0	3489	0.389
>pathogens_Gpal_scaffold_8228	1038	0.00289	1035	0.296
>pathogens_Gpal_scaffold_6927	1138	0.0	1138	0.446
>pathogens_Gpal_scaffold_152	182912	0.289	130000	0.34
>pathogens_Gpal_scaffold_5904	1245	0.0	1245	0.382
>pathogens_Gpal_scaffold_4848	1446	0.0	1446	0.38
>pathogens_Gpal_scaffold_512	72946	0.0409	69960	0.371
>pathogens_Gpal_scaffold_863	36264	0.222	28230	0.273
>pathogens_Gpal_scaffold_2591	3735	0.0	3735	0.357
>pathogens_Gpal_scaffold_4586	1521	0.0	1521	0.394
>pathogens_Gpal_scaffold_7349	1101	0.0	1101	0.232
>pathogens_Gpal_scaffold_8255	1039	0.0	1039	0.346
>pathogens_Gpal_scaffold_1723	9086	0.0	9086	0.466
>pathogens_Gpal_scaffold_883	35275	0.486	18129	0.377
>pathogens_Gpal_scaffold_7523	1087	0.0147	1071	0.477
>pathogens_Gpal_scaffold_8307	1032	0.0	1032	0.371
>pathogens_Gpal_scaffold_7929	1063	0.0	1063	0.253
>pathogens_Gpal_scaffold_1183	20576	0.67	6792	0.399
>pathogens_Gpal_scaffold_3312	2360	0.0	2360	0.256
>pathogens_Gpal_scaffold_7326	1103	0.0	1103	0.337
>pathogens_Gpal_scaffold_7693	1076	0.0	1076	0.216
>pathogens_Gpal_scaffold_2506	3983	0.0	3983	0.387
>pathogens_Gpal_scaffold_5634	1286	0.0	1286	0.377
>pathogens_Gpal_scaffold_1121	23016	0.429	13138	0.344
>pathogens_Gpal_scaffold_7211	1108	0.000903	1107	0.244
>pathogens_Gpal_scaffold_8619	1017	0.0	1017	0.509
>pathogens_Gpal_scaffold_44	293563	0.0487	279267	0.43
>pathogens_Gpal_scaffold_3406	2242	0.000446	2241	0.381
>pathogens_Gpal_scaffold_2621	3651	0.0	3651	0.399
>pathogens_Gpal_scaffold_1256	18464	0.862	2553	0.333
>pathogens_Gpal_scaffold_2415	4260	0.285	3044	0.327
>pathogens_Gpal_scaffold_214.1	15000	0.0669	13997	0.383
>pathogens_Gpal_scaffold_214.2	134190	0.0942	121556	0.385
>pathogens_Gpal_scaffold_8352	1032	0.0	1032	0.43
>pathogens_Gpal_scaffold_2113	5928	0.000169	5927	0.368
>pathogens_Gpal_scaffold_2793	3284	0.0	3284	0.408
